3.463623810687010973e+00,-2.450990757118286290e+00,7.260063093466820661e+00
1.542564806475786554e+01,1.004196032287959284e+00,9.700661116953861907e+00
3.283839993588914297e+01,5.143110599957836371e-01,6.272156506179880076e+00
5.622013578604367012e+00,-2.953609711077494815e+00,4.287291183954172524e+00
6.932701034921898042e+00,9.503887611967649640e-01,1.937410401462273501e+00
8.064022897846371052e+00,-1.228113563319562340e+00,3.080192184292383395e+00
8.176179706127598479e+00,5.570166006929291314e-01,7.090163216493307274e+00
8.012943286060647097e+00,9.795957555895729030e-01,9.096867241763797907e+00
2.077087800520990868e+01,1.572585818165824989e+00,9.095292583818705978e+00
1.710332527235846101e+01,-1.229850653823206130e+00,1.046888156557723093e+01
2.050038711196151553e+01,1.764031588069054024e+00,1.087761643807581358e+01
1.033974653937406174e+01,1.566092918982793236e-01,1.036903146701432199e+01
2.328799971918533629e+01,1.921564398667105600e+00,7.520117795856577025e+00
3.795032973851675706e+00,-1.069580931759376309e-15,1.069580931759376309e-15
1.619931704597576072e+01,2.872747930176149822e+00,2.775686704856539677e+00
1.443977287765710571e+01,-3.705038402249845930e+00,1.354876931541315344e+01
8.183284756370085233e+00,1.050283023450866438e-01,1.037290822890612674e+01
5.101087301237413385e+00,-1.527369816008500081e+00,7.293435124612107856e+00
4.588731969716491221e+00,-2.555998496708014045e-01,4.958208717826095402e+00
7.114554808044530887e+00,1.463907780839207362e+00,7.287394606048980705e+00
1.074163235274636463e+01,1.451574178476880306e+00,2.973581606536079391e+00
3.402913641238404807e+01,4.038601873156796529e+00,9.498104061800193065e+00
1.209677383988508836e+01,2.503212758649718594e+00,5.190641211035247338e+00
1.602889927161578498e+01,2.898285111179518481e+00,3.765423465441599227e+00
6.710584720719730001e+00,1.921160188613519892e-01,5.445240178491689065e+00
6.393217362284417504e+00,7.066108667398935950e-01,3.040494265808692198e+00
2.495099138537625549e+01,2.960993809768611484e+00,9.929918007409906267e+00
1.746293223928978477e+01,-4.300625448372938919e-01,6.509259474834870218e+00
2.438699667263210813e+01,2.165594109822936986e-01,1.196428281353931133e+01
1.822779793512984270e+01,6.516582897986431533e-01,6.128039814737985758e+00
3.048980246205593403e+01,1.366333455328359037e-01,1.049890041454171197e+01
8.841084737986420805e+00,-4.247842132052515041e-01,9.392772645946532606e+00
6.395788299780747366e+00,-6.160097370640438275e-01,2.135377074643726836e+00
1.268484334705431138e+01,9.075837531236743416e-01,9.738910395920964191e+00
1.016719943657321323e+01,-2.453424779727389371e+00,6.012377441582630766e+00
7.645180178915438773e+00,8.705224906550306230e-01,7.508348326305405607e+00
1.834070936944942787e+01,-1.212599338602196042e-01,5.861331673965312739e+00
1.026908396150560066e+01,-4.146576946049229662e-01,6.093916604560680739e+00
7.853704916388899449e+00,-9.181556513205180181e-03,4.567654755608621997e+00
1.285994170960111660e+01,-8.496807950442430979e-02,1.026278798067596654e+01
6.542636918841822080e+00,4.482708868028628668e-01,1.040474545070102730e+00
1.105999282554296315e+01,1.111636121286012191e+00,5.852164031436536185e+00
5.453814305676985441e+00,3.582254358717098519e-01,8.134224927646616088e-01
7.509066030415397108e+00,3.794923446075935125e-01,3.114302008864438864e+00
1.918422455774555146e+01,-5.988517247954128209e-01,1.220996811271413129e+01
5.817187713267344407e+00,-6.036974019626919485e-01,5.321987682806394560e+00
1.804034860367194426e+01,5.944611141753579631e-01,9.243624640127567460e+00
1.706775433500808958e+00,-3.032393949173081693e-01,3.009869145795534551e-01
1.022236478197680754e+01,7.511325786875406862e-01,8.388304278235780842e+00
4.808329030016714967e+00,5.333243435724366321e-02,3.395574965076231244e+00
8.799650448803987501e+00,-3.954776633733061431e-01,1.086052944877192061e+01
1.041787223364426040e+01,7.167004428309446951e-01,8.474147001368091736e+00
1.639732699079826261e+01,2.546187816747522703e-01,1.045258511955240444e+01
8.055556253952715906e+00,-1.693763412930593404e-03,4.558858167341429457e+00
2.814282772712402902e+01,6.280450253617946288e-01,9.184343316958999637e+00
1.857142368947944533e+01,2.070677531461795340e+00,8.916359184558604767e+00
1.113386794637951027e+01,-1.281772183741809457e+00,1.143762212368015874e+01
6.073166996439596232e+00,6.899422216319646139e-01,5.510405972246276818e+00
6.245868793915718697e+00,7.500311283072624846e-02,3.172967153875098312e+00
1.115389047630208452e+01,7.622399913591229037e-01,4.503960839045735298e+00
9.151510024846061242e+00,-2.386229921954419186e+00,5.826855858765234153e+00
1.157691577254141535e+01,-5.718236779745957676e-01,5.555401860453946128e+00
1.223416195957108243e+01,9.319437053697399165e-01,8.227853317627886298e+00
1.011162110631664746e+01,-5.436660445836949407e-02,7.579707076009336575e+00
6.042394285006764676e+00,2.196438242995988332e-01,3.510976583118602168e+00
1.825284594513657055e+01,6.906911022146857704e-01,6.741301550888227467e+00
1.504087119623783764e+01,6.787361396571824912e-01,1.016054210424804083e+01
1.209316850632907858e+01,-5.956681963549534942e-01,6.688668591460876556e+00
1.166913769462937012e+01,1.624430336822582532e+00,3.593866283216841317e+00
8.631961522823189625e+00,-3.493661642240919463e+00,6.721875239930631629e+00
7.218622205654469326e+00,-1.486002835837366476e+00,4.636991398286375521e+00
2.645977170226308317e+01,-1.942559148106558276e+00,9.560765338360091903e+00
2.297071276585279520e+01,1.328870580670415080e+00,1.271248015795764452e+01
6.452971677256471139e+00,1.157110721007015286e-02,6.083741210888545581e+00
3.096581153935889574e+01,1.366364541635426200e+00,6.004991581627693975e+00
7.608407713506224468e+00,1.172519974400094256e+00,1.694062299416392303e+00
1.010207934052405676e+01,2.051916416835908308e-02,7.626368327250366619e+00
1.324017358613355100e+01,1.396746607237344229e+00,7.576602055905005351e+00
3.300176594044202716e+00,2.713675642878454752e-01,2.499869571641253341e+00
9.086384542168303824e+00,1.030223725273552215e+00,2.754424287343463007e+00
6.667840801282665097e+00,-2.886932929066077236e-01,4.524737202775540368e+00
8.874664053581795997e+00,-1.905794614565008871e+00,7.462074112795407999e+00
1.147815375309409092e+01,1.465050664951477621e+00,3.571927892638132818e+00
1.324311674665688088e+01,1.438028870617321431e+00,6.156945853170452843e+00
2.236307062288676661e+01,-2.538996268226814124e+00,1.386499891185607325e+01
3.991685480501082850e+00,-3.001880933603844337e-01,1.525027379119609394e+00
1.372178146367531326e+01,-4.491541474141648393e+00,6.511269605266860161e+00
2.465903211264816264e+00,-3.721169905915098219e+00,4.979961559258175186e+00
1.120547203411979353e+01,-1.404502200506019705e+00,9.503769034878907007e+00
9.230359892933535093e+00,-2.624887117893847766e+00,6.231990796017629286e+00
8.443819539130913654e+00,1.869004410602852495e+00,4.528775428530809499e+00
1.675931588595767607e+01,7.833906544792945681e-01,8.985159698520421401e+00
1.264649916460746226e+01,-2.566563437912225965e-01,6.369680327449720458e+00
9.962420500490026143e+00,1.978496151828182725e+00,4.619059882966413788e+00
2.668302206076746330e+01,-5.571830665457371268e-01,8.297896042177082876e+00
2.584328130979622529e+01,-2.286834669780772877e+00,1.017235333446554080e+01
1.073816973152958099e+01,-1.349065187942830590e+00,9.410462251676712242e+00
1.168530268197724808e+01,-8.636043343154478080e-01,5.234341821776046011e+00
1.073509878755176317e+01,4.328254834703564313e-01,1.006081302322469462e+01
1.466779648524141066e+01,-1.544405772692336143e+00,1.222056317153013794e+01
6.151557548033025569e+00,7.839055159342489532e-01,5.487118937906048544e+00
1.170958436766115085e+01,-5.428942147329465229e-01,9.175254358892717121e+00
6.964867773059324918e+00,-1.827914477234493518e-02,7.578187941907116532e+00
1.452807184809796581e+01,-2.852477632589792478e+00,7.641950448689216913e+00
2.180967380155122726e+01,-1.365346663224915602e+00,9.899032308410061987e+00
2.600030511108684550e+00,-1.426133646827252299e-01,8.685708782144445639e-01
3.919054274048704656e+00,1.690538979147655496e-01,4.569933698935726873e+00
1.220721323567113359e+01,-3.604408856369722969e-02,7.831114765464376681e+00
9.987961588617793041e+00,3.897631987804150988e-01,2.289540455401921637e+00
5.129005607798950450e+01,-2.993953793236174832e+00,1.229431318916320670e+01
1.226958600720126924e+01,-1.102845169063147779e+00,1.050856512976055868e+01
2.858381271890505104e+01,1.510408184659146613e+00,9.280782904202771633e+00
9.359892543755677252e+00,1.044878056947842637e+00,9.365599250826512900e+00
1.379656399453867266e+01,3.685616329333720742e-01,7.388761593102684877e+00
5.662158416415934425e+00,-1.324931954385872857e+00,4.386574243620569469e+00
1.974412737556394859e+01,2.733760743571004070e+00,8.979051415330642882e+00
2.387473387604882191e+01,1.937807126144499570e+00,7.541233103806583848e+00
8.031834382555189222e+00,7.155125584273314132e-02,5.224144060052987371e+00
2.737611818807749842e+00,-1.127645877587662104e+00,1.177247690921042977e+00
1.645423623846312466e+01,3.403050605455923971e-01,1.033708192061749287e+01
1.837344377838365972e+01,8.930764429493001089e-01,6.540121220646346600e+00
8.146046983752114556e+00,2.992506166445529914e-02,9.177580327964609097e+00
2.131706371282541568e+01,-1.180301898563328677e+00,1.248167265080808264e+01
1.630569766805456311e+01,-2.199296510034846719e+00,9.150738534795941348e+00
1.668580248088557028e+01,1.722318343424813492e-01,1.228675120282327526e+01
7.148832047397206679e+00,6.717000634004577364e-01,3.048111555833513009e+00
1.440334991566166423e+01,-1.338594430323024831e+00,6.461533363470129743e+00
1.503157751338946468e+01,-3.406249060607429158e-01,9.786269680057332110e+00
2.608135250366416358e+01,1.335711241400527882e-01,1.114322766372272433e+01
1.000088012024633599e+01,-8.273545741656551655e-01,6.103240647319346124e+00
6.185104982704302756e+00,-1.961115339682502956e+00,5.582476272545597418e+00
3.300716071941906193e+00,-8.408629835475363024e-01,7.033137279747841752e+00
1.527808360055030334e+01,1.551478479934734978e+00,1.089114712744539659e+01
1.450667634316017995e+01,-7.901117694256676316e-02,1.230169935733932718e+01
5.111075908178577265e+00,-1.179461555548898311e+00,6.831303663720555974e+00
9.873985159253805932e+00,5.254388570948229642e-01,8.110218549118519249e+00
8.823847654216379510e+00,1.439097957774279735e+00,7.612118601914021454e+00
1.097855284756326455e+01,-1.554175591331470763e+00,9.171962204504330529e+00
1.176986825196161135e+01,1.461012791448985659e+00,3.765051662642853181e+00
6.109257040753163892e+00,1.007497741532747959e+00,4.534032052585899919e+00
7.897543675822703335e+00,5.952847251832134035e-01,5.534299806014419509e+00
9.556861657713881186e+00,-5.694857763401266482e-01,7.620110336633363346e+00
6.334955325300370532e+00,5.221054010691301706e-01,2.296292964876399001e+00
3.002071260408729358e+01,-1.070397669344304248e+00,1.645964477719275010e+01
1.786143662066649540e+01,-7.138032518608996568e-01,8.254430789124262091e+00
9.115315187728469937e+00,1.659885634881248073e+00,4.699525599659489572e+00
1.844078355540318626e+01,8.907596324494448936e-02,1.065462911854658579e+01
6.964724197456206412e+00,6.288240323626181905e-02,3.387380024540199486e+00
1.098224704205975399e+01,-7.920629470542532857e-01,4.718142120026431741e+00
8.942933098152877847e+00,-6.528644032831056876e-01,1.065881819655059992e+01
1.129773223919175962e+01,9.958521328618097357e-01,9.667794084185977965e+00
1.673414203258357702e+01,6.480137945770270136e-01,1.034894711485892671e+01
7.975311078673541942e+00,1.230584528437908887e+00,7.547835861822226988e+00
3.563773981807344171e+00,-2.128700915957136841e-01,-2.216726681599473503e-03
1.375007142833729290e+01,-1.710130925962225490e+00,1.096751570410743426e+01
1.241037021692073949e+01,-2.376979676151016463e-01,8.031202132416002115e+00
8.462018877960190366e+00,-1.021737471696739341e+00,6.152516054429726822e+00
7.253689920348335818e+00,-3.029983219278253870e-01,4.860743986958411256e+00
1.443272885389058047e+01,5.646545855679718784e-02,7.589013462097891960e+00
8.712332600917946479e+00,-2.016577098002851898e-01,1.092839314649192239e+01
1.940651717410960941e+01,-1.385035567614393059e+00,9.130105064603702303e+00
9.410145888843089779e+00,-1.628083594331848794e+00,7.014767914234782076e+00
3.969437481157797265e+00,1.105047761602422490e-01,-2.724965784472832900e-02
1.211348013456078831e+01,-1.421456918894772770e+00,1.166751474232285446e+01
8.555373900503752793e+00,-3.627732392903526559e-01,8.288888639433070082e+00
1.050617774025769791e+01,9.770239140842262859e-01,1.673817275966279938e+00
1.068863477617861690e+01,4.487440943677327709e-01,1.080192220531035119e+01
6.596961491653985377e+00,-3.267885493500175542e-01,6.423468797049324941e+00
5.288575728353066552e+00,-2.437752085295052495e+00,2.407152283449654817e+00
1.076737490952507414e+01,3.649827888217807015e-01,9.388372392406905576e+00
8.794911160743595246e+00,6.044301317558939957e-01,4.512600685838012105e+00
2.417392354611230587e+01,-3.580920729729816454e+00,6.104543850473561406e+00
7.512585040905207734e+00,1.491580934576665740e+00,6.733043414003439864e+00
1.221376386002657455e+01,9.183880941166595591e-01,9.758119884290477941e+00
7.368546541379487280e+00,-9.183859365684594600e-01,2.513768012902712901e+00
1.234374715345627749e+01,-1.211326385154460894e-01,9.232135695876090509e+00
5.738881922967721039e+00,7.901161725827776650e-03,4.111155332161795073e+00
7.791654865842076561e+00,2.474768875851501626e+00,2.762957874886244447e+00
2.850466154460576718e+00,2.828903248052343500e-01,1.401691443559416994e+00
4.010923765715588729e+00,1.021628405432833731e+00,7.742695973793467523e-01
1.091987046278370599e+01,-8.815257663959741308e-03,6.040073007402573246e+00
1.854934738737017597e+01,8.861131542235725078e-01,6.576848371362661538e+00
9.170039356105917250e+00,7.716127308616309577e-01,5.329429771109745140e+00
1.926035820966711753e+01,1.197100568974960311e+00,1.059713895668186545e+01
2.352238331020416240e+00,-2.131117810275271474e-01,2.131117810275308389e-01
4.012144984182680219e+01,1.280814980870944808e+00,1.250553997755528179e+01
9.989460094248954647e+00,2.537153413829695836e-02,6.254608153810477411e+00
1.440217765788480619e+01,-8.147228338651260060e-01,7.462669508039905253e+00
3.673505657099855171e+01,1.711225023065830797e+00,7.432736784877690184e+00
7.991323041145051320e+00,1.253840608565954362e+00,4.657181118051605395e+00
4.863827043495774660e+00,-7.183042937243575565e-01,6.361373766817187025e+00
1.512293575255677069e+01,1.578775912061395559e+00,1.080465832870130427e+01
1.260954093410126120e+01,3.637678690180603525e-01,9.060333962165755040e+00
2.053833261743903904e+00,3.380117188865244815e-01,1.864331249229694565e-01
4.174684016770186190e+00,1.286336851261840053e-01,4.109578472636885138e+00
9.545087229706325616e+00,-1.876919794534293473e+00,6.804079015822481757e+00
1.104496254389334808e+01,-1.436017066984679680e+00,6.192561250113066684e+00
5.337032618203465972e+00,1.412874412248556588e+00,4.518793377597779326e+00
8.024655633879262950e+00,2.973823560157606849e-01,3.109640559895842316e+00
1.294290841379114454e+01,-8.533326435423029821e-01,6.895067755640122975e+00
6.114007951537303143e+00,1.320688409297291699e+00,4.506909910243908968e+00
